sales_order_id,product_id,product_name,custumer_id,customer_marital_status,customer_gender,territory_id,territory_name,special_offer_id,special_offer_type,special_offer_category,sales_order_ak,order_date,due_date,ship_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount,stratum,row_num
16632046,798,"Road-550-W Yellow, 40",286,S,F,9,Australia,1,No Discount,No Discount,939759ff-1688-48bd-8890-c4cde45eac34,2014-01-23,2014-02-04,2014-01-30,entregue no prazo,7,764.28,1,742.35,0.0,1,1
14500942,786,"Mountain-300 Black, 40",286,S,F,9,Australia,1,No Discount,No Discount,e4c6362b-673e-4d93-89c0-9f1314705df0,2013-07-13,2013-07-25,2013-07-20,entregue no prazo,7,66.97,1,3.99,0.0,1,2
34884712,901,"LL Touring Frame - Yellow, 54",286,S,F,9,Australia,1,No Discount,No Discount,97fe2f24-5bef-44c1-82de-eb931def83a4,2013-10-27,2013-11-08,2013-11-03,entregue no prazo,7,1237.82,1,4.99,0.0,1,3
13589640,781,"Mountain-200 Silver, 46",286,S,F,9,Australia,1,No Discount,No Discount,525ab66a-e9d5-41ae-acbd-0db5145aa1ed,2013-11-06,2013-11-18,2013-11-13,entregue no prazo,7,588.96,1,8.99,0.0,1,4
15568330,792,"Road-250 Red, 58",286,S,F,9,Australia,1,No Discount,No Discount,eca68c29-50ed-40da-91f6-c0c6f9141947,2013-07-10,2013-07-22,2013-07-17,entregue no prazo,7,69.97,1,4.99,0.0,1,5
33434373,893,"HL Touring Frame - Blue, 60",282,M,M,6,Canada,1,No Discount,No Discount,a5a20b2f-7bd6-44d2-8caa-61563723349c,2013-07-31,2013-08-12,2013-08-07,entregue no prazo,7,3650.48,1,1020.59,0.0,1,6
22095731,829,Touring Rear Wheel,286,S,F,9,Australia,1,No Discount,No Discount,7b754802-a8eb-424c-b60c-c5a260d03c03,2013-10-30,2013-11-11,2013-11-06,entregue no prazo,7,11375.32,4,32.39,0.0,1,7
35233115,903,"LL Touring Frame - Blue, 44",286,S,F,9,Australia,1,No Discount,No Discount,8485dc47-720d-4b53-881b-17848657a58f,2014-05-14,2014-05-26,2014-05-21,entregue no prazo,7,63.97,1,3.99,0.0,1,8
26995829,857,"Men's Bib-Shorts, L",282,M,M,6,Canada,1,No Discount,No Discount,271012e2-44fb-47d5-a9f8-f876c6a9eba0,2013-10-30,2013-11-11,2013-11-06,entregue no prazo,7,2902.91,3,16.27,0.0,1,9
13599782,781,"Mountain-200 Silver, 46",286,S,F,9,Australia,2,Volume Discount,Reseller,ff04fcc0-5830-4c08-952c-ea7dd9017e4f,2013-12-03,2013-12-15,2013-12-10,entregue no prazo,7,32.27,1,2.29,0.0,1,10
31959470,885,"HL Touring Frame - Yellow, 60",278,M,M,6,Canada,1,No Discount,No Discount,bc52314b-bf06-4e84-a1cd-97db617d9a7a,2013-07-31,2013-08-12,2013-08-07,entregue no prazo,7,26816.58,2,323.99,0.0,1,11
35187898,903,"LL Touring Frame - Blue, 44",282,M,M,6,Canada,1,No Discount,No Discount,82d1d660-a1df-4821-b327-6ab062701aa0,2013-10-26,2013-11-07,2013-11-02,entregue no prazo,7,107.08,1,24.49,0.0,1,12
11084110,767,"Road-650 Black, 62",286,S,F,9,Australia,1,No Discount,No Discount,18450e5c-f88c-4697-bd88-db1fe734197c,2013-07-20,2013-08-01,2013-07-27,entregue no prazo,7,48.98,1,8.99,0.0,1,13
45801606,963,"Touring-3000 Yellow, 54",286,S,F,9,Australia,1,No Discount,No Discount,906e03ca-a568-4a1c-95c8-9d2f22fbde65,2013-12-26,2014-01-07,2014-01-02,entregue no prazo,7,39.98,1,4.99,0.0,1,14
44031359,953,"Touring-2000 Blue, 60",286,S,F,9,Australia,1,No Discount,No Discount,8a5440ea-735e-4430-87f0-b44600b762aa,2014-05-25,2014-06-06,2014-06-01,entregue no prazo,7,10.24,1,7.95,0.0,1,15
46693590,968,"Touring-1000 Blue, 54",286,S,F,9,Australia,1,No Discount,No Discount,f5879c0b-f8ce-4c42-8669-d9e87aa9bd0f,2014-02-25,2014-03-09,2014-03-04,entregue no prazo,7,574.98,1,34.99,0.0,1,16
34347207,898,"LL Touring Frame - Blue, 62",286,S,F,9,Australia,1,No Discount,No Discount,06893f46-69b8-4c4b-ab6a-853fe2f8d1b0,2014-06-16,2014-06-28,2014-06-23,entregue no prazo,7,93.97,1,34.99,0.0,1,17
2987655,721,"HL Road Frame - Red, 56",286,S,F,9,Australia,1,No Discount,No Discount,5a3c0857-f38a-4227-8288-69282e08f106,2014-05-19,2014-05-31,2014-05-26,entregue no prazo,7,60.47,1,3.99,0.0,1,18
41732122,940,HL Road Pedal,286,S,F,9,Australia,1,No Discount,No Discount,c01b4aef-dcaf-4dd2-9dca-b6bd4007d04c,2012-05-04,2012-05-16,2012-05-11,entregue no prazo,7,3578.27,1,3578.27,0.0,1,19
14131776,784,"Mountain-200 Black, 46",286,S,F,9,Australia,1,No Discount,No Discount,46126955-6ef7-4fad-afa7-353536d0003f,2013-10-04,2013-10-16,2013-10-11,entregue no prazo,7,607.96,1,539.99,0.0,1,20
17513118,803,ML Fork,286,S,F,9,Australia,1,No Discount,No Discount,8f404d1b-3857-4f8c-8883-96ed2c664b09,2013-07-23,2013-08-04,2013-07-30,entregue no prazo,7,93.49,1,29.99,0.0,1,21
49884893,986,"Mountain-500 Silver, 44",286,S,F,9,Australia,1,No Discount,No Discount,476c34c5-3f9d-4c3d-a8f5-18a5e8b33970,2014-05-09,2014-05-21,2014-05-16,entregue no prazo,7,1169.97,1,24.99,0.0,1,22
26229198,853,"Women's Tights, M",278,M,M,6,Canada,1,No Discount,No Discount,b4fd177f-09fb-4a75-8aa0-845c42636f83,2014-05-05,2014-05-17,2014-05-12,entregue no prazo,7,77.96,1,9.99,0.0,1,23
18040623,806,ML Headset,286,S,F,9,Australia,1,No Discount,No Discount,15aaa319-1d4c-45e8-9021-118e07d6c483,2014-03-02,2014-03-14,2014-03-09,entregue no prazo,7,2442.03,1,8.99,0.0,1,24
32847068,890,"HL Touring Frame - Blue, 46",278,M,M,6,Canada,1,No Discount,No Discount,ee834768-6ebc-441e-b14a-fd94467429c2,2013-02-28,2013-03-12,2013-03-07,entregue no prazo,7,39283.27,3,14.13,0.0,1,25
28801554,867,"Women's Mountain Shorts, S",282,M,M,6,Canada,1,No Discount,No Discount,d97467df-1d39-4f98-916b-51e0388a73a2,2013-05-30,2013-06-11,2013-06-06,entregue no prazo,7,81230.94,2,26.72,0.0,1,26
50059438,987,"Mountain-500 Silver, 48",286,S,F,9,Australia,1,No Discount,No Discount,4142d52b-dfea-4fa2-b324-225d804dc635,2013-06-22,2013-07-04,2013-06-29,entregue no prazo,7,2466.32,1,2443.35,0.0,1,27
33829716,895,"LL Touring Frame - Blue, 50",286,S,F,9,Australia,1,No Discount,No Discount,7b761344-7763-4bbc-97db-a6fe6d0f89b9,2013-11-06,2013-11-18,2013-11-13,entregue no prazo,7,553.97,1,539.99,0.0,1,28
49184018,982,"Mountain-400-W Silver, 42",286,S,F,9,Australia,1,No Discount,No Discount,8a9690cf-a54a-4412-84fc-fcf4bb7f34f5,2013-10-23,2013-11-04,2013-10-30,entregue no prazo,7,2393.06,1,2384.07,0.0,1,29
35538343,905,"ML Mountain Frame-W - Silver, 42",282,M,M,6,Canada,1,No Discount,No Discount,404f2ccd-a056-454e-af49-a5565f1307dc,2013-11-30,2013-12-12,2013-12-07,entregue no prazo,7,28038.64,5,48.59,0.0,1,30
51292029,994,LL Bottom Bracket,286,S,F,9,Australia,1,No Discount,No Discount,ed6d36e5-f443-435b-85d5-2b409714b625,2014-05-29,2014-06-10,2014-06-05,entregue no prazo,7,574.98,1,539.99,0.0,1,31
30269424,875,"Racing Socks, L",286,S,F,9,Australia,1,No Discount,No Discount,64867780-5991-4b94-b5eb-935bdb6dd828,2013-10-30,2013-11-11,2013-11-06,entregue no prazo,7,40106.82,3,1391.99,0.0,1,32
